shot_type,made_shot,shot_value,coordinate_x,coordinate_y,shooting_team,home_score,away_score,qtr,quarter_seconds_remaining,game_seconds_remaining,distance,shot_group,shooting_team_encoded,shot_type_encoded,shot_group_encoded
Free Throw - 1 of 2,True,1,-214748365,-214748365,Phoenix,18,9,1,151,1951,303700050.28044766,Free Throw,9,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Phoenix,19,9,1,151,1951,303700050.28044766,Free Throw,9,18,1
Driving Layup Shot,False,0,1,1,Minnesota,19,9,1,135,1935,1.4142135623730951,Layup,7,10,4
Layup Shot,True,2,0,1,Minnesota,19,11,1,126,1926,1.0,Layup,7,38,4
Pullup Jump Shot,False,0,-5,11,Phoenix,19,11,1,106,1906,12.083045973594572,Jump Shot,9,42,3
Free Throw - Technical,True,1,-214748365,-214748365,Phoenix,20,11,1,79,1879,303700050.28044766,Free Throw,9,29,1
Pullup Jump Shot,False,0,-18,25,Phoenix,20,11,1,67,1867,30.805843601498726,Jump Shot,9,42,3
Jump Shot,False,0,22,16,Minnesota,20,11,1,49,1849,27.202941017470888,Jump Shot,7,34,3
Step Back Jump Shot,False,0,21,17,Minnesota,20,11,1,42,1842,27.018512172212592,Jump Shot,7,51,3
Jump Shot,True,2,-11,0,Phoenix,22,11,1,22,1822,11.0,Jump Shot,9,34,3
Jump Shot,False,0,-21,10,Minnesota,22,11,1,15,1815,23.259406699226016,Jump Shot,7,34,3
Step Back Jump Shot,False,0,-4,25,Phoenix,22,11,1,2,1802,25.317977802344327,Jump Shot,9,51,3
Free Throw - 1 of 2,False,0,-214748365,-214748365,Phoenix,22,11,2,586,1786,303700050.28044766,Free Throw,9,16,1
Free Throw - 2 of 2,False,0,-214748365,-214748365,Phoenix,22,11,2,586,1786,303700050.28044766,Free Throw,9,18,1
Jump Shot,True,3,21,18,Minnesota,22,14,2,568,1768,27.65863337187866,Jump Shot,7,34,3
Pullup Jump Shot,True,2,3,18,Phoenix,24,14,2,555,1755,18.24828759089466,Jump Shot,9,42,3
Cutting Layup Shot,True,2,0,0,Minnesota,24,16,2,539,1739,0.0,Layup,7,3,4
Running Jump Shot,False,0,-7,1,Minnesota,24,16,2,516,1716,7.0710678118654755,,7,47,7
Jump Shot,True,3,14,22,Phoenix,27,16,2,500,1700,26.076809620810597,Jump Shot,9,34,3
Jump Shot,False,0,20,5,Minnesota,27,16,2,482,1682,20.615528128088304,Jump Shot,7,34,3
Cutting Layup Shot,False,0,-1,3,Minnesota,27,16,2,454,1654,3.1622776601683795,Layup,7,3,4
Step Back Jump Shot,False,0,20,3,Phoenix,27,16,2,437,1637,20.223748416156685,Jump Shot,9,51,3
Free Throw - Technical,True,1,-214748365,-214748365,Minnesota,27,17,2,427,1627,303700050.28044766,Free Throw,7,29,1
Turnaround Hook Shot,True,2,2,7,Minnesota,27,19,2,413,1613,7.280109889280518,Hook Shot,7,56,2
Running Layup Shot,True,2,-1,1,Minnesota,27,21,2,395,1595,1.4142135623730951,Layup,7,48,4
Running Jump Shot,False,0,-12,22,Minnesota,27,21,2,372,1572,25.059928172283335,,7,47,7
Jump Shot,False,0,-22,10,Phoenix,27,21,2,356,1556,24.166091947189145,Jump Shot,9,34,3
Running Layup Shot,True,2,6,1,Minnesota,27,23,2,349,1549,6.082762530298219,Layup,7,48,4
Free Throw - 1 of 1,True,1,-214748365,-214748365,Minnesota,27,24,2,349,1549,303700050.28044766,Free Throw,7,15,1
Pullup Jump Shot,False,0,2,25,Phoenix,27,24,2,340,1540,25.079872407968907,Jump Shot,9,42,3
Jump Shot,True,3,23,-1,Phoenix,30,24,2,305,1505,23.021728866442675,Jump Shot,9,34,3
Cutting Layup Shot,True,2,1,2,Minnesota,30,26,2,284,1484,2.23606797749979,Layup,7,3,4
Free Throw - 1 of 2,False,0,-214748365,-214748365,Phoenix,30,26,2,268,1468,303700050.28044766,Free Throw,9,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Phoenix,31,26,2,268,1468,303700050.28044766,Free Throw,9,18,1
Free Throw - 1 of 2,True,1,-214748365,-214748365,Minnesota,31,27,2,245,1445,303700050.28044766,Free Throw,7,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Minnesota,31,28,2,245,1445,303700050.28044766,Free Throw,7,18,1
Driving Layup Shot,True,2,-1,1,Phoenix,33,28,2,229,1429,1.4142135623730951,Layup,9,10,4
Jump Shot,False,0,23,4,Minnesota,33,28,2,215,1415,23.345235059857504,Jump Shot,7,34,3
Turnaround Jump Shot,False,0,6,2,Phoenix,33,28,2,190,1390,6.324555320336759,Jump Shot,9,57,3
Running Layup Shot,True,2,-1,1,Minnesota,33,30,2,183,1383,1.4142135623730951,Layup,7,48,4
Free Throw - 1 of 2,True,1,-214748365,-214748365,Phoenix,34,30,2,164,1364,303700050.28044766,Free Throw,9,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Phoenix,35,30,2,164,1364,303700050.28044766,Free Throw,9,18,1
Jump Shot,False,0,-22,-1,Minnesota,35,30,2,152,1352,22.02271554554524,Jump Shot,7,34,3
Jump Shot,False,0,-20,16,Phoenix,35,30,2,129,1329,25.612496949731394,Jump Shot,9,34,3
Cutting Layup Shot,True,2,0,1,Minnesota,35,32,2,119,1319,1.0,Layup,7,3,4
Pullup Jump Shot,False,0,1,16,Phoenix,35,32,2,94,1294,16.0312195418814,Jump Shot,9,42,3
Pullup Jump Shot,False,0,8,6,Minnesota,35,32,2,78,1278,10.0,Jump Shot,7,42,3
Free Throw - 1 of 2,False,0,-214748365,-214748365,Phoenix,35,32,2,69,1269,303700050.28044766,Free Throw,9,16,1
Free Throw - 2 of 2,False,0,-214748365,-214748365,Phoenix,35,32,2,69,1269,303700050.28044766,Free Throw,9,18,1
Cutting Layup Shot,True,2,1,1,Minnesota,35,34,2,60,1260,1.4142135623730951,Layup,7,3,4
Free Throw - 1 of 2,True,1,-214748365,-214748365,Phoenix,36,34,2,43,1243,303700050.28044766,Free Throw,9,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Phoenix,37,34,2,43,1243,303700050.28044766,Free Throw,9,18,1
Driving Layup Shot,True,2,0,1,Minnesota,37,36,2,32,1232,1.0,Layup,7,10,4
Driving Floating Jump Shot,True,2,-1,7,Phoenix,39,36,2,16,1216,7.0710678118654755,,9,7,7
Pullup Jump Shot,False,0,9,10,Minnesota,39,36,2,10,1210,13.45362404707371,Jump Shot,7,42,3
Free Throw - 1 of 3,True,1,-214748365,-214748365,Phoenix,40,36,2,0,1200,303700050.28044766,Free Throw,9,17,1
Free Throw - 2 of 3,False,0,-214748365,-214748365,Phoenix,40,36,2,0,1200,303700050.28044766,Free Throw,9,19,1
Free Throw - 3 of 3,False,0,-214748365,-214748365,Phoenix,40,36,2,0,1200,303700050.28044766,Free Throw,9,20,1
Jump Shot,False,0,12,8,Phoenix,40,36,3,584,1184,14.422205101855956,Jump Shot,9,34,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Minnesota,40,37,3,561,1161,303700050.28044766,Free Throw,7,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Minnesota,40,38,3,561,1161,303700050.28044766,Free Throw,7,18,1
Driving Floating Jump Shot,True,2,1,12,Minnesota,40,40,3,531,1131,12.041594578792296,,7,7,7
Driving Layup Shot,True,2,1,1,Phoenix,42,40,3,510,1110,1.4142135623730951,Layup,9,10,4
Free Throw - 1 of 1,True,1,-214748365,-214748365,Phoenix,43,40,3,510,1110,303700050.28044766,Free Throw,9,15,1
Floating Jump Shot,False,0,-1,7,Minnesota,43,40,3,496,1096,7.0710678118654755,,7,14,7
Driving Layup Shot,False,0,6,2,Phoenix,43,40,3,485,1085,6.324555320336759,Layup,9,10,4
Jump Shot,False,0,-13,22,Minnesota,43,40,3,477,1077,25.553864678361276,Jump Shot,7,34,3
Jump Shot,False,0,14,24,Phoenix,43,40,3,460,1060,27.784887978899608,Jump Shot,9,34,3
Running Pullup Jump Shot,True,2,-2,10,Phoenix,45,40,3,442,1042,10.198039027185569,,9,49,7
Jump Shot,True,3,23,1,Minnesota,45,43,3,421,1021,23.021728866442675,Jump Shot,7,34,3
Turnaround Hook Shot,False,0,2,2,Phoenix,45,43,3,404,1004,2.8284271247461903,Hook Shot,9,56,2
Pullup Jump Shot,True,2,-1,20,Minnesota,45,45,3,386,986,20.024984394500787,Jump Shot,7,42,3
Cutting Layup Shot,True,2,1,1,Phoenix,47,45,3,372,972,1.4142135623730951,Layup,9,3,4
Turnaround Hook Shot,False,0,0,3,Minnesota,47,45,3,357,957,3.0,Hook Shot,7,56,2
Jump Shot,False,0,-17,17,Phoenix,47,45,3,341,941,24.041630560342615,Jump Shot,9,34,3
Jump Shot,False,0,-10,22,Phoenix,47,45,3,319,919,24.166091947189145,Jump Shot,9,34,3
Jump Shot,True,3,16,20,Minnesota,47,48,3,307,907,25.612496949731394,Jump Shot,7,34,3
Pullup Jump Shot,True,3,10,22,Phoenix,50,48,3,284,884,24.166091947189145,Jump Shot,9,42,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Minnesota,50,49,3,269,869,303700050.28044766,Free Throw,7,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Minnesota,50,50,3,269,869,303700050.28044766,Free Throw,7,18,1
Jump Shot,True,3,-14,19,Phoenix,53,50,3,258,858,23.600847442411894,Jump Shot,9,34,3
Cutting Layup Shot,True,2,0,2,Minnesota,53,52,3,240,840,2.0,Layup,7,3,4
Running Layup Shot,True,2,0,1,Minnesota,53,54,3,221,821,1.0,Layup,7,48,4
Free Throw - 1 of 1,True,1,-214748365,-214748365,Minnesota,53,55,3,221,821,303700050.28044766,Free Throw,7,15,1
Driving Floating Jump Shot,False,0,-1,1,Phoenix,53,55,3,205,805,1.4142135623730951,,9,7,7
Jump Shot,True,3,22,4,Minnesota,53,58,3,170,770,22.360679774997898,Jump Shot,7,34,3
Driving Finger Roll Layup,False,0,-3,4,Minnesota,53,58,3,134,734,5.0,Layup,7,5,4
Free Throw - 1 of 2,True,1,-214748365,-214748365,Phoenix,54,58,3,127,727,303700050.28044766,Free Throw,9,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Phoenix,55,58,3,127,727,303700050.28044766,Free Throw,9,18,1
Free Throw - 1 of 3,True,1,-214748365,-214748365,Minnesota,55,59,3,102,702,303700050.28044766,Free Throw,7,17,1
Free Throw - 2 of 3,True,1,-214748365,-214748365,Minnesota,55,60,3,102,702,303700050.28044766,Free Throw,7,19,1
Free Throw - 3 of 3,True,1,-214748365,-214748365,Minnesota,55,61,3,102,702,303700050.28044766,Free Throw,7,20,1
Pullup Jump Shot,True,3,-14,20,Phoenix,58,61,3,89,689,24.413111231467404,Jump Shot,9,42,3
Jump Shot,False,0,23,1,Phoenix,58,61,3,64,664,23.021728866442675,Jump Shot,9,34,3
Driving Floating Jump Shot,False,0,-5,10,Minnesota,58,61,3,45,645,11.180339887498949,,7,7,7
Pullup Jump Shot,False,0,4,9,Phoenix,58,61,3,36,636,9.848857801796104,Jump Shot,9,42,3
Jump Shot,True,3,-22,12,Minnesota,58,64,3,11,611,25.059928172283335,Jump Shot,7,34,3
Jump Shot,False,0,-18,17,Phoenix,58,64,3,0,600,24.758836806279895,Jump Shot,9,34,3
Jump Shot,False,0,-23,5,Minnesota,58,64,4,588,588,23.53720459187964,Jump Shot,7,34,3
Jump Shot,False,0,-18,16,Phoenix,58,64,4,571,571,24.08318915758459,Jump Shot,9,34,3
Jump Shot,False,0,23,3,Minnesota,58,64,4,554,554,23.194827009486403,Jump Shot,7,34,3
Jump Shot,False,0,-22,3,Phoenix,58,64,4,542,542,22.20360331117452,Jump Shot,9,34,3
Pullup Jump Shot,False,0,3,19,Minnesota,58,64,4,527,527,19.235384061671343,Jump Shot,7,42,3
Jump Shot,True,3,-22,15,Minnesota,58,67,4,491,491,26.627053911388696,Jump Shot,7,34,3
Layup Shot,False,0,-3,2,Minnesota,58,67,4,467,467,3.605551275463989,Layup,7,38,4
Jump Shot,False,0,16,20,Minnesota,58,67,4,459,459,25.612496949731394,Jump Shot,7,34,3
Layup Shot,False,0,0,3,Minnesota,58,67,4,456,456,3.0,Layup,7,38,4
Driving Floating Jump Shot,False,0,3,8,Phoenix,58,67,4,444,444,8.54400374531753,,9,7,7
Jump Shot,True,3,23,0,Phoenix,61,67,4,436,436,23.0,Jump Shot,9,34,3
Jump Shot,True,3,-23,1,Minnesota,61,70,4,408,408,23.021728866442675,Jump Shot,7,34,3
Jump Shot,False,0,-20,11,Phoenix,61,70,4,397,397,22.825424421026653,Jump Shot,9,34,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Minnesota,61,71,4,391,391,303700050.28044766,Free Throw,7,16,1
Free Throw - 2 of 2,False,0,-214748365,-214748365,Minnesota,61,71,4,391,391,303700050.28044766,Free Throw,7,18,1
Jump Shot,True,3,-23,1,Minnesota,61,74,4,356,356,23.021728866442675,Jump Shot,7,34,3
Driving Layup Shot,False,0,4,1,Phoenix,61,74,4,333,333,4.123105625617661,Layup,9,10,4
Jump Shot,True,3,-16,19,Minnesota,61,77,4,323,323,24.839484696748443,Jump Shot,7,34,3
Cutting Layup Shot,True,2,0,1,Minnesota,61,79,4,279,279,1.0,Layup,7,3,4
Jump Shot,False,0,12,23,Phoenix,61,79,4,257,257,25.942243542145693,Jump Shot,9,34,3
Jump Shot,True,3,-20,13,Phoenix,64,79,4,232,232,23.853720883753127,Jump Shot,9,34,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Minnesota,64,80,4,213,213,303700050.28044766,Free Throw,7,16,1
Free Throw - 2 of 2,False,0,-214748365,-214748365,Minnesota,64,80,4,213,213,303700050.28044766,Free Throw,7,18,1
Fade Away Jump Shot,True,2,9,12,Phoenix,66,80,4,199,199,15.0,Jump Shot,9,12,3
Driving Layup Shot,False,0,0,3,Minnesota,66,80,4,174,174,3.0,Layup,7,10,4
Jump Shot,False,0,1,26,Minnesota,66,80,4,169,169,26.019223662515376,Jump Shot,7,34,3
Cutting Layup Shot,True,2,0,1,Minnesota,66,82,4,127,127,1.0,Layup,7,3,4
Jump Shot,True,3,10,26,Phoenix,69,82,4,102,102,27.85677655436824,Jump Shot,9,34,3
Cutting Layup Shot,False,0,0,2,Minnesota,69,82,4,87,87,2.0,Layup,7,3,4
Pullup Jump Shot,False,0,-5,25,Phoenix,69,82,4,79,79,25.495097567963924,Jump Shot,9,42,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Minnesota,69,83,4,58,58,303700050.28044766,Free Throw,7,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Minnesota,69,84,4,58,58,303700050.28044766,Free Throw,7,18,1
Jump Shot,False,0,-17,17,Phoenix,69,84,4,36,36,24.041630560342615,Jump Shot,9,34,3
Jump Shot,False,0,6,24,Phoenix,69,84,4,32,32,24.73863375370596,Jump Shot,9,34,3
Cutting Layup Shot,True,2,1,1,Phoenix,71,84,4,15,15,1.4142135623730951,Layup,9,3,4
Layup Shot,False,0,3,1,Los Angeles,0,0,1,579,2379,3.1622776601683795,Layup,6,38,4
Driving Layup Shot,False,0,2,3,Washington,0,0,1,557,2357,3.605551275463989,Layup,13,10,4
Jump Shot,False,0,-14,23,Washington,0,0,1,553,2353,26.92582403567252,Jump Shot,13,34,3
Driving Layup Shot,False,0,3,4,Los Angeles,0,0,1,542,2342,5.0,Layup,6,10,4
Layup Shot Putback,True,2,0,0,Los Angeles,2,0,1,535,2335,0.0,Layup,6,39,4
Reverse Layup Shot,True,2,2,1,Washington,2,2,1,521,2321,2.23606797749979,Layup,13,43,4
Turnaround Hook Shot,True,2,2,2,Los Angeles,4,2,1,514,2314,2.8284271247461903,Hook Shot,6,56,2
Free Throw - 1 of 1,False,0,-214748365,-214748365,Los Angeles,4,2,1,514,2314,303700050.28044766,Free Throw,6,15,1
Driving Hook Shot,False,0,2,6,Washington,4,2,1,493,2293,6.324555320336759,Hook Shot,13,8,2
Cutting Layup Shot,True,2,-1,4,Washington,4,4,1,488,2288,4.123105625617661,Layup,13,3,4
Jump Shot,True,2,7,15,Los Angeles,6,4,1,463,2263,16.55294535724685,Jump Shot,6,34,3
Turnaround Jump Shot,False,0,-8,5,Washington,6,4,1,449,2249,9.433981132056603,Jump Shot,13,57,3
Running Layup Shot,True,2,1,1,Washington,6,6,1,426,2226,1.4142135623730951,Layup,13,48,4
Turnaround Jump Shot,False,0,-9,5,Los Angeles,6,6,1,414,2214,10.295630140987,Jump Shot,6,57,3
Jump Shot,True,3,-17,16,Washington,6,9,1,402,2202,23.345235059857504,Jump Shot,13,34,3
Pullup Jump Shot,False,0,-3,18,Los Angeles,6,9,1,385,2185,18.24828759089466,Jump Shot,6,42,3
Driving Finger Roll Layup,True,2,0,5,Washington,6,11,1,369,2169,5.0,Layup,13,5,4
Jump Shot,True,3,11,21,Los Angeles,9,11,1,355,2155,23.706539182259394,Jump Shot,6,34,3
Jump Shot,False,0,17,5,Washington,9,11,1,325,2125,17.72004514666935,Jump Shot,13,34,3
Jump Shot,False,0,12,20,Los Angeles,9,11,1,314,2114,23.323807579381203,Jump Shot,6,34,3
Reverse Layup Shot,False,0,1,2,Los Angeles,9,11,1,312,2112,2.23606797749979,Layup,6,43,4
Cutting Layup Shot,True,2,1,1,Los Angeles,11,11,1,290,2090,1.4142135623730951,Layup,6,3,4
Running Layup Shot,True,2,2,2,Los Angeles,13,11,1,269,2069,2.8284271247461903,Layup,6,48,4
Layup Shot,False,0,-1,3,Washington,13,11,1,252,2052,3.1622776601683795,Layup,13,38,4
Running Layup Shot,True,2,0,0,Los Angeles,15,11,1,226,2026,0.0,Layup,6,48,4
Free Throw - 1 of 2,True,1,-214748365,-214748365,Washington,15,12,1,205,2005,303700050.28044766,Free Throw,13,16,1
Free Throw - 2 of 2,False,0,-214748365,-214748365,Washington,15,12,1,205,2005,303700050.28044766,Free Throw,13,18,1
Running Jump Shot,True,2,16,3,Los Angeles,17,12,1,199,1999,16.278820596099706,,6,47,7
Jump Shot,True,3,-22,5,Washington,17,15,1,181,1981,22.561028345356956,Jump Shot,13,34,3
Turnaround Jump Shot,False,0,7,7,Los Angeles,17,15,1,154,1954,9.899494936611665,Jump Shot,6,57,3
Layup Shot Putback,True,2,-1,1,Los Angeles,19,15,1,149,1949,1.4142135623730951,Layup,6,39,4
Jump Shot,True,3,-4,24,Washington,19,18,1,117,1917,24.331050121192877,Jump Shot,13,34,3
Jump Shot,False,0,-21,10,Los Angeles,19,18,1,97,1897,23.259406699226016,Jump Shot,6,34,3
Jump Shot,False,0,-23,3,Washington,19,18,1,86,1886,23.194827009486403,Jump Shot,13,34,3
Running Layup Shot,False,0,-3,1,Los Angeles,19,18,1,76,1876,3.1622776601683795,Layup,6,48,4
Jump Shot,False,0,23,6,Washington,19,18,1,69,1869,23.769728648009426,Jump Shot,13,34,3
Turnaround Hook Shot,False,0,-3,4,Washington,19,18,1,65,1865,5.0,Hook Shot,13,56,2
Turnaround Jump Shot,False,0,14,4,Los Angeles,19,18,1,51,1851,14.560219778561036,Jump Shot,6,57,3
Pullup Jump Shot,False,0,-3,11,Washington,19,18,1,41,1841,11.40175425099138,Jump Shot,13,42,3
Turnaround Hook Shot,False,0,4,2,Los Angeles,19,18,1,28,1828,4.47213595499958,Hook Shot,6,56,2
Turnaround Hook Shot,True,2,0,2,Los Angeles,21,18,1,14,1814,2.0,Hook Shot,6,56,2
Floating Jump Shot,False,0,3,10,Los Angeles,21,18,2,560,1760,10.44030650891055,,6,14,7
Layup Shot Putback,True,2,3,2,Los Angeles,23,18,2,556,1756,3.605551275463989,Layup,6,39,4
Pullup Jump Shot,False,0,15,14,Los Angeles,23,18,2,527,1727,20.518284528683193,Jump Shot,6,42,3
Running Pullup Jump Shot,False,0,9,14,Washington,23,18,2,519,1719,16.64331697709324,,13,49,7
Jump Shot,False,0,20,15,Los Angeles,23,18,2,490,1690,25.0,Jump Shot,6,34,3
Jump Shot,True,3,-22,6,Washington,23,21,2,477,1677,22.80350850198276,Jump Shot,13,34,3
Driving Layup Shot,False,0,2,0,Los Angeles,23,21,2,467,1667,2.0,Layup,6,10,4
Running Jump Shot,False,0,-22,6,Washington,23,21,2,458,1658,22.80350850198276,,13,47,7
Turnaround Jump Shot,True,2,7,4,Los Angeles,25,21,2,439,1639,8.06225774829855,Jump Shot,6,57,3
Pullup Jump Shot,True,2,10,17,Washington,25,23,2,423,1623,19.72308292331602,Jump Shot,13,42,3
Cutting Layup Shot,False,0,0,3,Los Angeles,25,23,2,407,1607,3.0,Layup,6,3,4
Hook Shot,True,2,2,4,Los Angeles,27,23,2,403,1603,4.47213595499958,Hook Shot,6,31,2
Jump Shot Bank,False,0,2,3,Washington,27,23,2,390,1590,3.605551275463989,,13,35,7
Layup Shot Putback,False,0,1,3,Washington,27,23,2,387,1587,3.1622776601683795,Layup,13,39,4
Floating Jump Shot,False,0,-1,5,Washington,27,23,2,382,1582,5.0990195135927845,,13,14,7
Free Throw - 1 of 2,True,1,-214748365,-214748365,Washington,27,24,2,382,1582,303700050.28044766,Free Throw,13,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Washington,27,25,2,382,1582,303700050.28044766,Free Throw,13,18,1
Cutting Layup Shot,True,2,1,2,Los Angeles,29,25,2,371,1571,2.23606797749979,Layup,6,3,4
Jump Shot,False,0,23,6,Los Angeles,29,25,2,347,1547,23.769728648009426,Jump Shot,6,34,3
Driving Floating Jump Shot,False,0,-4,10,Washington,29,25,2,332,1532,10.770329614269007,,13,7,7
Layup Shot Putback,False,0,-2,3,Washington,29,25,2,328,1528,3.605551275463989,Layup,13,39,4
Driving Hook Shot,True,2,-3,6,Washington,29,27,2,322,1522,6.708203932499369,Hook Shot,13,8,2
Pullup Jump Shot,False,0,12,8,Los Angeles,29,27,2,304,1504,14.422205101855956,Jump Shot,6,42,3
Pullup Jump Shot,True,2,-2,15,Washington,29,29,2,272,1472,15.132745950421556,Jump Shot,13,42,3
Running Layup Shot,False,0,1,2,Washington,29,29,2,247,1447,2.23606797749979,Layup,13,48,4
Step Back Jump Shot,False,0,11,17,Los Angeles,29,29,2,221,1421,20.248456731316587,Jump Shot,6,51,3
Pullup Jump Shot,True,2,5,15,Los Angeles,31,29,2,197,1397,15.811388300841896,Jump Shot,6,42,3
Jump Shot,False,0,0,24,Washington,31,29,2,177,1377,24.0,Jump Shot,13,34,3
Running Jump Shot,True,2,-11,4,Los Angeles,33,29,2,170,1370,11.704699910719626,,6,47,7
Jump Shot,False,0,-6,24,Washington,33,29,2,148,1348,24.73863375370596,Jump Shot,13,34,3
Step Back Jump Shot,False,0,14,2,Los Angeles,33,29,2,118,1318,14.142135623730951,Jump Shot,6,51,3
Pullup Jump Shot,False,0,12,29,Washington,33,29,2,86,1286,31.38470965295043,Jump Shot,13,42,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Washington,33,30,2,81,1281,303700050.28044766,Free Throw,13,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Washington,33,31,2,81,1281,303700050.28044766,Free Throw,13,18,1
Driving Layup Shot,False,0,3,2,Los Angeles,33,31,2,68,1268,3.605551275463989,Layup,6,10,4
Jump Shot,True,2,12,19,Los Angeles,35,31,2,42,1242,22.47220505424423,Jump Shot,6,34,3
Driving Layup Shot,False,0,4,4,Washington,35,31,2,24,1224,5.656854249492381,Layup,13,10,4
Driving Floating Jump Shot,False,0,-5,10,Los Angeles,35,31,2,1,1201,11.180339887498949,,6,7,7
Running Jump Shot,True,3,-18,17,Los Angeles,38,31,3,582,1182,24.758836806279895,,6,47,7
Driving Layup Shot,True,2,0,3,Washington,38,33,3,566,1166,3.0,Layup,13,10,4
Jump Shot,True,3,-16,22,Los Angeles,41,33,3,550,1150,27.202941017470888,Jump Shot,6,34,3
Free Throw - 1 of 1,False,0,-214748365,-214748365,Los Angeles,41,33,3,550,1150,303700050.28044766,Free Throw,6,15,1
Cutting Layup Shot,True,2,6,6,Washington,41,35,3,527,1127,8.48528137423857,Layup,13,3,4
Free Throw - 1 of 2,True,1,-214748365,-214748365,Los Angeles,42,35,3,503,1103,303700050.28044766,Free Throw,6,16,1
Free Throw - 2 of 2,False,0,-214748365,-214748365,Los Angeles,42,35,3,503,1103,303700050.28044766,Free Throw,6,18,1
Turnaround Jump Shot,False,0,-4,3,Washington,42,35,3,483,1083,5.0,Jump Shot,13,57,3
Driving Floating Jump Shot,False,0,5,9,Washington,42,35,3,466,1066,10.295630140987,,13,7,7
Running Layup Shot,False,0,-7,5,Los Angeles,42,35,3,460,1060,8.602325267042627,Layup,6,48,4
Layup Shot Putback,True,2,0,0,Los Angeles,44,35,3,457,1057,0.0,Layup,6,39,4
Driving Finger Roll Layup,False,0,4,6,Washington,44,35,3,443,1043,7.211102550927978,Layup,13,5,4
Free Throw - 1 of 2,False,0,-214748365,-214748365,Washington,44,35,3,443,1043,303700050.28044766,Free Throw,13,16,1
Free Throw - 2 of 2,False,0,-214748365,-214748365,Washington,44,35,3,443,1043,303700050.28044766,Free Throw,13,18,1
Floating Jump Shot,True,2,-1,8,Washington,44,37,3,420,1020,8.06225774829855,,13,14,7
Layup Shot,False,0,-3,3,Los Angeles,44,37,3,398,998,4.242640687119285,Layup,6,38,4
Jump Shot,False,0,-12,18,Los Angeles,44,37,3,388,988,21.633307652783937,Jump Shot,6,34,3
Pullup Jump Shot,True,2,-3,12,Los Angeles,46,37,3,383,983,12.36931687685298,Jump Shot,6,42,3
Jump Shot Bank,True,2,-10,17,Washington,46,39,3,358,958,19.72308292331602,,13,35,7
Free Throw - Technical,True,1,-214748365,-214748365,Los Angeles,47,39,3,337,937,303700050.28044766,Free Throw,6,29,1
Running Layup Shot,False,0,-1,1,Washington,47,39,3,319,919,1.4142135623730951,Layup,13,48,4
Pullup Jump Shot,False,0,-8,6,Washington,47,39,3,304,904,10.0,Jump Shot,13,42,3
Running Pullup Jump Shot,False,0,-18,23,Los Angeles,47,39,3,295,895,29.206163733020468,,6,49,7
Reverse Layup Shot,False,0,0,2,Los Angeles,47,39,3,292,892,2.0,Layup,6,43,4
Layup Shot Putback,True,2,0,0,Los Angeles,49,39,3,288,888,0.0,Layup,6,39,4
Jump Shot,False,0,-7,19,Washington,49,39,3,275,875,20.248456731316587,Jump Shot,13,34,3
Jump Shot,False,0,-11,22,Washington,49,39,3,266,866,24.596747752497688,Jump Shot,13,34,3
Cutting Layup Shot,True,2,1,2,Los Angeles,51,39,3,247,847,2.23606797749979,Layup,6,3,4
Fade Away Jump Shot,True,2,-7,5,Washington,51,41,3,240,840,8.602325267042627,Jump Shot,13,12,3
Pullup Jump Shot,False,0,-7,13,Washington,51,41,3,209,809,14.7648230602334,Jump Shot,13,42,3
Turnaround Hook Shot,True,2,5,6,Los Angeles,53,41,3,193,793,7.810249675906654,Hook Shot,6,56,2
Jump Shot,True,3,-14,20,Washington,53,44,3,177,777,24.413111231467404,Jump Shot,13,34,3
Jump Shot,True,2,10,5,Los Angeles,55,44,3,161,761,11.180339887498949,Jump Shot,6,34,3
Driving Floating Jump Shot,False,0,5,9,Washington,55,44,3,142,742,10.295630140987,,13,7,7
Free Throw - 1 of 2,False,0,-214748365,-214748365,Los Angeles,55,44,3,135,735,303700050.28044766,Free Throw,6,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Los Angeles,56,44,3,135,735,303700050.28044766,Free Throw,6,18,1
Jump Shot,True,3,18,14,Washington,56,47,3,117,717,22.80350850198276,Jump Shot,13,34,3
Jump Shot,True,3,18,14,Los Angeles,59,47,3,98,698,22.80350850198276,Jump Shot,6,34,3
Driving Floating Bank Jump Shot,True,2,-1,2,Washington,59,49,3,77,677,2.23606797749979,,13,6,7
