shot_type,made_shot,shot_value,coordinate_x,coordinate_y,shooting_team,home_score,away_score,qtr,quarter_seconds_remaining,game_seconds_remaining,distance,shot_group,shooting_team_encoded,shot_type_encoded,shot_group_encoded
Running Layup Shot,True,2,1,2,Connecticut,12,10,1,181,1981,2.23606797749979,Layup,2,48,4
Free Throw - 1 of 1,True,1,-214748365,-214748365,Connecticut,12,11,1,181,1981,303700050.28044766,Free Throw,2,15,1
Jump Shot,True,3,-3,26,New York,15,11,1,168,1968,26.1725046566048,Jump Shot,8,34,3
Cutting Layup Shot,False,0,2,2,Connecticut,15,11,1,110,1910,2.8284271247461903,Layup,2,3,4
Tip Shot,False,0,1,3,Connecticut,15,11,1,108,1908,3.1622776601683795,Tip Shot,2,52,6
Layup Shot Putback,True,2,2,5,Connecticut,15,13,1,106,1906,5.385164807134504,Layup,2,39,4
Running Jump Shot,True,3,-20,11,Connecticut,15,16,1,86,1886,22.825424421026653,,2,47,7
Running Layup Shot,True,2,-1,2,Connecticut,15,18,1,71,1871,2.23606797749979,Layup,2,48,4
Jump Shot,False,0,22,8,New York,15,18,1,21,1821,23.40939982143925,Jump Shot,8,34,3
Step Back Jump Shot,False,0,4,20,Connecticut,15,18,1,4,1804,20.396078054371138,Jump Shot,2,51,3
Jump Shot,False,0,-10,4,Connecticut,15,18,1,1,1801,10.770329614269007,Jump Shot,2,34,3
Running Jump Shot,True,2,13,9,Connecticut,15,20,2,577,1777,15.811388300841896,,2,47,7
Running Pullup Jump Shot,True,2,-13,9,Connecticut,15,22,2,555,1755,15.811388300841896,,2,49,7
Free Throw - 1 of 2,True,1,-214748365,-214748365,Connecticut,15,23,2,526,1726,303700050.28044766,Free Throw,2,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Connecticut,15,24,2,526,1726,303700050.28044766,Free Throw,2,18,1
Jump Shot,True,3,6,25,Connecticut,15,27,2,495,1695,25.709920264364882,Jump Shot,2,34,3
Running Layup Shot,True,2,2,2,Connecticut,15,29,2,471,1671,2.8284271247461903,Layup,2,48,4
Pullup Jump Shot,False,0,13,12,New York,15,29,2,448,1648,17.69180601295413,Jump Shot,8,42,3
Driving Hook Shot,False,0,3,4,New York,15,29,2,418,1618,5.0,Hook Shot,8,8,2
Pullup Jump Shot,False,0,-12,7,Connecticut,15,29,2,407,1607,13.892443989449804,Jump Shot,2,42,3
Driving Layup Shot,False,0,-1,2,Connecticut,15,29,2,401,1601,2.23606797749979,Layup,2,10,4
Jump Shot,True,3,13,20,New York,18,29,2,385,1585,23.853720883753127,Jump Shot,8,34,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Connecticut,18,30,2,372,1572,303700050.28044766,Free Throw,2,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Connecticut,18,31,2,372,1572,303700050.28044766,Free Throw,2,18,1
Running Jump Shot,True,3,23,4,Connecticut,18,34,2,335,1535,23.345235059857504,,2,47,7
Cutting Layup Shot,False,0,1,3,New York,18,34,2,321,1521,3.1622776601683795,Layup,8,3,4
Pullup Jump Shot,True,2,14,14,Connecticut,18,36,2,312,1512,19.79898987322333,Jump Shot,2,42,3
Jump Shot,False,0,-16,19,New York,18,36,2,296,1496,24.839484696748443,Jump Shot,8,34,3
Cutting Layup Shot,True,2,-1,3,New York,20,36,2,291,1491,3.1622776601683795,Layup,8,3,4
Driving Layup Shot,True,2,1,3,Connecticut,20,38,2,272,1472,3.1622776601683795,Layup,2,10,4
Free Throw - 1 of 2,True,1,-214748365,-214748365,New York,21,38,2,257,1457,303700050.28044766,Free Throw,8,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,New York,22,38,2,257,1457,303700050.28044766,Free Throw,8,18,1
Alley Oop Layup Shot,False,0,0,3,Connecticut,22,38,2,245,1445,3.0,Layup,2,1,4
Free Throw - 1 of 2,True,1,-214748365,-214748365,Connecticut,22,39,2,234,1434,303700050.28044766,Free Throw,2,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Connecticut,22,40,2,234,1434,303700050.28044766,Free Throw,2,18,1
Jump Shot,False,0,2,25,New York,22,40,2,215,1415,25.079872407968907,Jump Shot,8,34,3
Jump Shot,True,2,14,8,Connecticut,22,42,2,198,1398,16.1245154965971,Jump Shot,2,34,3
Free Throw - 1 of 1,True,1,-214748365,-214748365,Connecticut,22,43,2,198,1398,303700050.28044766,Free Throw,2,15,1
Jump Shot,False,0,-18,8,New York,22,43,2,175,1375,19.697715603592208,Jump Shot,8,34,3
Jump Shot,False,0,24,2,Connecticut,22,43,2,166,1366,24.08318915758459,Jump Shot,2,34,3
Jump Shot,True,3,12,22,New York,25,43,2,157,1357,25.059928172283335,Jump Shot,8,34,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Connecticut,25,44,2,150,1350,303700050.28044766,Free Throw,2,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Connecticut,25,45,2,150,1350,303700050.28044766,Free Throw,2,18,1
Driving Layup Shot,True,2,-2,3,New York,27,45,2,139,1339,3.605551275463989,Layup,8,10,4
Free Throw - 1 of 1,True,1,-214748365,-214748365,New York,28,45,2,139,1339,303700050.28044766,Free Throw,8,15,1
Pullup Jump Shot,True,3,-4,24,Connecticut,28,48,2,125,1325,24.331050121192877,Jump Shot,2,42,3
Pullup Jump Shot,False,0,2,19,New York,28,48,2,111,1311,19.1049731745428,Jump Shot,8,42,3
Free Throw - 1 of 2,False,0,-214748365,-214748365,Connecticut,28,48,2,110,1310,303700050.28044766,Free Throw,2,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Connecticut,28,49,2,110,1310,303700050.28044766,Free Throw,2,18,1
Cutting Layup Shot,True,2,1,3,New York,30,49,2,90,1290,3.1622776601683795,Layup,8,3,4
Cutting Finger Roll Layup Shot,False,0,1,4,Connecticut,30,49,2,79,1279,4.123105625617661,Layup,2,2,4
Driving Layup Shot,True,2,-2,3,New York,32,49,2,61,1261,3.605551275463989,Layup,8,10,4
Jump Shot,False,0,17,18,New York,32,49,2,31,1231,24.758836806279895,Jump Shot,8,34,3
Hook Shot,True,2,2,4,Connecticut,32,51,2,7,1207,4.47213595499958,Hook Shot,2,31,2
Pullup Bank Jump Shot,False,0,6,26,New York,32,51,2,1,1201,26.68332812825267,Jump Shot,8,41,3
Layup Driving Reverse,True,2,-2,3,New York,34,51,3,582,1182,3.605551275463989,Layup,8,36,4
Layup Shot,True,2,-1,3,Connecticut,34,53,3,568,1168,3.1622776601683795,Layup,2,38,4
Jump Shot,False,0,11,14,New York,34,53,3,517,1117,17.804493814764857,Jump Shot,8,34,3
Jump Shot,False,0,-20,12,New York,34,53,3,499,1099,23.323807579381203,Jump Shot,8,34,3
Driving Floating Bank Jump Shot,False,0,-6,6,Connecticut,34,53,3,485,1085,8.48528137423857,,2,6,7
Pullup Jump Shot,False,0,-22,5,New York,34,53,3,472,1072,22.561028345356956,Jump Shot,8,42,3
Layup Shot,False,0,1,3,Connecticut,34,53,3,460,1060,3.1622776601683795,Layup,2,38,4
Free Throw - 1 of 2,True,1,-214748365,-214748365,Connecticut,34,54,3,458,1058,303700050.28044766,Free Throw,2,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Connecticut,34,55,3,458,1058,303700050.28044766,Free Throw,2,18,1
Driving Layup Shot,False,0,2,2,New York,34,55,3,437,1037,2.8284271247461903,Layup,8,10,4
Layup Shot Putback,True,2,0,0,New York,36,55,3,435,1035,0.0,Layup,8,39,4
Driving Layup Shot,False,0,1,3,Connecticut,36,55,3,415,1015,3.1622776601683795,Layup,2,10,4
Layup Shot Putback,True,2,-1,3,Connecticut,36,57,3,413,1013,3.1622776601683795,Layup,2,39,4
Free Throw - Technical,False,0,-214748365,-214748365,New York,36,57,3,400,1000,303700050.28044766,Free Throw,8,29,1
Jump Shot,False,0,19,15,Connecticut,36,57,3,384,984,24.20743687382041,Jump Shot,2,34,3
Running Layup Shot,True,2,0,3,Connecticut,36,59,3,364,964,3.0,Layup,2,48,4
Jump Shot,True,3,-22,-1,New York,39,59,3,347,947,22.02271554554524,Jump Shot,8,34,3
Layup Shot,True,2,1,3,Connecticut,39,61,3,334,934,3.1622776601683795,Layup,2,38,4
Jump Shot,False,0,-22,9,New York,39,61,3,315,915,23.769728648009426,Jump Shot,8,34,3
Pullup Jump Shot,False,0,16,10,Connecticut,39,61,3,306,906,18.867962264113206,Jump Shot,2,42,3
Reverse Layup Shot,True,2,1,3,New York,41,61,3,289,889,3.1622776601683795,Layup,8,43,4
Jump Shot,False,0,8,23,Connecticut,41,61,3,279,879,24.351591323771842,Jump Shot,2,34,3
Fade Away Jump Shot,False,0,8,7,New York,41,61,3,262,862,10.63014581273465,Jump Shot,8,12,3
Driving Layup Shot,False,0,0,3,Connecticut,41,61,3,252,852,3.0,Layup,2,10,4
Free Throw - 1 of 2,True,1,-214748365,-214748365,New York,42,61,3,246,846,303700050.28044766,Free Throw,8,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,New York,43,61,3,246,846,303700050.28044766,Free Throw,8,18,1
Layup Driving Reverse,False,0,2,3,New York,43,61,3,221,821,3.605551275463989,Layup,8,36,4
Free Throw - 1 of 2,True,1,-214748365,-214748365,Connecticut,43,62,3,212,812,303700050.28044766,Free Throw,2,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Connecticut,43,63,3,212,812,303700050.28044766,Free Throw,2,18,1
Driving Layup Shot,False,0,-3,2,New York,43,63,3,194,794,3.605551275463989,Layup,8,10,4
Layup Shot Putback,True,2,0,3,New York,45,63,3,192,792,3.0,Layup,8,39,4
Layup Shot,True,2,-1,3,Connecticut,45,65,3,173,773,3.1622776601683795,Layup,2,38,4
Jump Shot,False,0,17,18,New York,45,65,3,149,749,24.758836806279895,Jump Shot,8,34,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Connecticut,45,66,3,104,704,303700050.28044766,Free Throw,2,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Connecticut,45,67,3,104,704,303700050.28044766,Free Throw,2,18,1
Driving Finger Roll Layup,True,2,2,3,Connecticut,45,69,3,75,675,3.605551275463989,Layup,2,5,4
Running Layup Shot,True,2,1,3,Connecticut,45,71,3,59,659,3.1622776601683795,Layup,2,48,4
Pullup Jump Shot,False,0,3,12,New York,45,71,3,47,647,12.36931687685298,Jump Shot,8,42,3
Jump Shot,False,0,-17,19,Connecticut,45,71,3,31,631,25.495097567963924,Jump Shot,2,34,3
Running Pullup Jump Shot,False,0,-13,21,Connecticut,45,71,3,0,600,24.698178070456937,,2,49,7
Free Throw - 1 of 2,True,1,-214748365,-214748365,Connecticut,45,72,4,579,579,303700050.28044766,Free Throw,2,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Connecticut,45,73,4,579,579,303700050.28044766,Free Throw,2,18,1
Jump Shot,False,0,-21,8,New York,45,73,4,554,554,22.47220505424423,Jump Shot,8,34,3
Cutting Layup Shot,True,2,-2,3,Connecticut,45,75,4,542,542,3.605551275463989,Layup,2,3,4
Pullup Jump Shot,False,0,2,18,New York,45,75,4,528,528,18.110770276274835,Jump Shot,8,42,3
Jump Shot,False,0,-11,16,New York,45,75,4,514,514,19.4164878389476,Jump Shot,8,34,3
Fade Away Jump Shot,True,2,5,12,New York,47,75,4,480,480,13.0,Jump Shot,8,12,3
Layup Shot,True,2,2,4,Connecticut,47,77,4,455,455,4.47213595499958,Layup,2,38,4
Jump Shot,True,3,-23,0,New York,50,77,4,443,443,23.0,Jump Shot,8,34,3
Step Back Jump Shot,True,3,18,17,Connecticut,50,80,4,415,415,24.758836806279895,Jump Shot,2,51,3
Jump Shot,False,0,22,5,New York,50,80,4,370,370,22.561028345356956,Jump Shot,8,34,3
Step Back Jump Shot,True,3,14,22,Connecticut,50,83,4,357,357,26.076809620810597,Jump Shot,2,51,3
Free Throw - 1 of 2,False,0,-214748365,-214748365,New York,50,83,4,347,347,303700050.28044766,Free Throw,8,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,New York,51,83,4,347,347,303700050.28044766,Free Throw,8,18,1
Turnaround Jump Shot,False,0,-7,8,Connecticut,51,83,4,328,328,10.63014581273465,Jump Shot,2,57,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,New York,52,83,4,313,313,303700050.28044766,Free Throw,8,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,New York,53,83,4,313,313,303700050.28044766,Free Throw,8,18,1
Free Throw - 1 of 2,False,0,-214748365,-214748365,Connecticut,53,83,4,278,278,303700050.28044766,Free Throw,2,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Connecticut,53,84,4,278,278,303700050.28044766,Free Throw,2,18,1
Driving Floating Bank Jump Shot,False,0,-3,8,New York,53,84,4,265,265,8.54400374531753,,8,6,7
Running Pullup Jump Shot,True,2,-3,8,New York,55,84,4,239,239,8.54400374531753,,8,49,7
Jump Shot,True,3,-22,6,Connecticut,55,87,4,210,210,22.80350850198276,Jump Shot,2,34,3
Jump Shot,False,0,-18,15,New York,55,87,4,196,196,23.430749027719962,Jump Shot,8,34,3
Layup Shot,True,2,1,3,Connecticut,55,89,4,188,188,3.1622776601683795,Layup,2,38,4
Jump Shot,False,0,-18,17,Connecticut,55,89,4,158,158,24.758836806279895,Jump Shot,2,34,3
Turnaround Hook Shot,True,2,2,5,New York,57,89,4,136,136,5.385164807134504,Hook Shot,8,56,2
Jump Shot,False,0,15,21,Connecticut,57,89,4,113,113,25.80697580112788,Jump Shot,2,34,3
Hook Shot,True,2,1,5,New York,59,89,4,99,99,5.0990195135927845,Hook Shot,8,31,2
Driving Floating Jump Shot,True,2,2,7,Connecticut,59,91,4,88,88,7.280109889280518,,2,7,7
Layup Shot,False,0,1,4,Connecticut,59,91,4,77,77,4.123105625617661,Layup,2,38,4
Free Throw - 1 of 2,False,0,-214748365,-214748365,New York,59,91,4,75,75,303700050.28044766,Free Throw,8,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,New York,60,91,4,75,75,303700050.28044766,Free Throw,8,18,1
Free Throw - 1 of 2,False,0,-214748365,-214748365,Connecticut,60,91,4,63,63,303700050.28044766,Free Throw,2,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Connecticut,60,92,4,63,63,303700050.28044766,Free Throw,2,18,1
Free Throw - 1 of 2,False,0,-214748365,-214748365,New York,60,92,4,53,53,303700050.28044766,Free Throw,8,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,New York,61,92,4,53,53,303700050.28044766,Free Throw,8,18,1
Free Throw - 1 of 2,True,1,-214748365,-214748365,New York,62,92,4,34,34,303700050.28044766,Free Throw,8,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,New York,63,92,4,34,34,303700050.28044766,Free Throw,8,18,1
Jump Shot,False,0,-21,13,New York,63,92,4,17,17,24.698178070456937,Jump Shot,8,34,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,New York,64,92,4,14,14,303700050.28044766,Free Throw,8,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,New York,65,92,4,14,14,303700050.28044766,Free Throw,8,18,1
Driving Layup Shot,False,0,6,2,Indiana,0,0,1,583,2383,6.324555320336759,Layup,4,10,4
Jump Shot,True,3,7,23,Atlanta,0,3,1,574,2374,24.041630560342615,Jump Shot,0,34,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Atlanta,0,4,1,546,2346,303700050.28044766,Free Throw,0,16,1
Free Throw - 2 of 2,False,0,-214748365,-214748365,Atlanta,0,4,1,546,2346,303700050.28044766,Free Throw,0,18,1
Running Jump Shot,False,0,-19,16,Indiana,0,4,1,539,2339,24.839484696748443,,4,47,7
Free Throw - 1 of 2,True,1,-214748365,-214748365,Atlanta,0,5,1,531,2331,303700050.28044766,Free Throw,0,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Atlanta,0,6,1,531,2331,303700050.28044766,Free Throw,0,18,1
Reverse Layup Shot,True,2,-1,1,Indiana,2,6,1,522,2322,1.4142135623730951,Layup,4,43,4
Cutting Layup Shot,True,2,2,4,Atlanta,2,8,1,506,2306,4.47213595499958,Layup,0,3,4
Running Jump Shot,True,3,21,14,Atlanta,2,11,1,491,2291,25.238858928247925,,0,47,7
Driving Layup Shot,False,0,-2,4,Indiana,2,11,1,471,2271,4.47213595499958,Layup,4,10,4
Pullup Jump Shot,False,0,8,20,Indiana,2,11,1,462,2262,21.540659228538015,Jump Shot,4,42,3
Jump Shot,False,0,13,20,Atlanta,2,11,1,454,2254,23.853720883753127,Jump Shot,0,34,3
Pullup Jump Shot,False,0,1,17,Indiana,2,11,1,445,2245,17.029386365926403,Jump Shot,4,42,3
Layup Shot,True,2,-1,2,Indiana,4,11,1,427,2227,2.23606797749979,Layup,4,38,4
Jump Shot,False,0,23,2,Atlanta,4,11,1,415,2215,23.08679276123039,Jump Shot,0,34,3
Jump Shot,True,3,-20,13,Indiana,7,11,1,402,2202,23.853720883753127,Jump Shot,4,34,3
Fade Away Jump Shot,True,2,13,11,Atlanta,7,13,1,380,2180,17.029386365926403,Jump Shot,0,12,3
Free Throw - 1 of 2,False,0,-214748365,-214748365,Indiana,7,13,1,360,2160,303700050.28044766,Free Throw,4,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Indiana,8,13,1,360,2160,303700050.28044766,Free Throw,4,18,1
Jump Shot,False,0,-22,9,Atlanta,8,13,1,352,2152,23.769728648009426,Jump Shot,0,34,3
Floating Jump Shot,False,0,3,9,Indiana,8,13,1,332,2132,9.486832980505138,,4,14,7
Jump Shot,True,3,-21,11,Atlanta,8,16,1,319,2119,23.706539182259394,Jump Shot,0,34,3
Jump Shot,False,0,14,20,Atlanta,8,16,1,294,2094,24.413111231467404,Jump Shot,0,34,3
Cutting Finger Roll Layup Shot,True,2,-2,2,Atlanta,8,18,1,289,2089,2.8284271247461903,Layup,0,2,4
Free Throw - 1 of 1,False,0,-214748365,-214748365,Atlanta,8,18,1,289,2089,303700050.28044766,Free Throw,0,15,1
Free Throw - 1 of 2,True,1,-214748365,-214748365,Indiana,9,18,1,272,2072,303700050.28044766,Free Throw,4,16,1
Free Throw - 2 of 2,False,0,-214748365,-214748365,Indiana,9,18,1,272,2072,303700050.28044766,Free Throw,4,18,1
Layup Shot Putback,False,0,-2,2,Indiana,9,18,1,269,2069,2.8284271247461903,Layup,4,39,4
Reverse Layup Shot,True,2,2,2,Indiana,11,18,1,265,2065,2.8284271247461903,Layup,4,43,4
Jump Shot,False,0,-18,1,Atlanta,11,18,1,243,2043,18.027756377319946,Jump Shot,0,34,3
Jump Shot,False,0,-4,28,Atlanta,11,18,1,227,2027,28.284271247461902,Jump Shot,0,34,3
Free Throw - Technical,True,1,-214748365,-214748365,Indiana,12,18,1,215,2015,303700050.28044766,Free Throw,4,29,1
Driving Finger Roll Layup,True,2,2,3,Indiana,14,18,1,211,2011,3.605551275463989,Layup,4,5,4
Jump Shot,False,0,0,15,Atlanta,14,18,1,193,1993,15.0,Jump Shot,0,34,3
Jump Shot,False,0,3,27,Indiana,14,18,1,180,1980,27.16615541441225,Jump Shot,4,34,3
Jump Shot,False,0,-4,28,Indiana,14,18,1,171,1971,28.284271247461902,Jump Shot,4,34,3
Driving Layup Shot,True,2,-1,2,Atlanta,14,20,1,152,1952,2.23606797749979,Layup,0,10,4
Jump Shot,False,0,-9,23,Indiana,14,20,1,138,1938,24.698178070456937,Jump Shot,4,34,3
Turnaround Jump Shot,False,0,-2,3,Indiana,14,20,1,131,1931,3.605551275463989,Jump Shot,4,57,3
Layup Shot Putback,False,0,-2,3,Indiana,14,20,1,127,1927,3.605551275463989,Layup,4,39,4
Running Jump Shot,False,0,-22,5,Atlanta,14,20,1,123,1923,22.561028345356956,,0,47,7
Floating Jump Shot,True,2,-2,13,Atlanta,14,22,1,108,1908,13.152946437965905,,0,14,7
Jump Shot,False,0,15,3,Indiana,14,22,1,89,1889,15.297058540778355,Jump Shot,4,34,3
Layup Shot,True,2,-3,2,Indiana,16,22,1,80,1880,3.605551275463989,Layup,4,38,4
Free Throw - 1 of 2,False,0,-214748365,-214748365,Atlanta,16,22,1,54,1854,303700050.28044766,Free Throw,0,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Atlanta,16,23,1,54,1854,303700050.28044766,Free Throw,0,18,1
Jump Shot,False,0,-11,22,Indiana,16,23,1,35,1835,24.596747752497688,Jump Shot,4,34,3
Running Pullup Jump Shot,True,3,6,23,Atlanta,16,26,1,27,1827,23.769728648009426,,0,49,7
Jump Shot,False,0,-15,22,Indiana,16,26,1,16,1816,26.627053911388696,Jump Shot,4,34,3
Pullup Jump Shot,False,0,-10,49,Indiana,16,26,1,0,1800,50.00999900019995,Jump Shot,4,42,3
Jump Shot,False,0,-23,2,Indiana,16,26,2,548,1748,23.08679276123039,Jump Shot,4,34,3
Jump Shot,True,3,18,20,Atlanta,16,29,2,524,1724,26.90724809414742,Jump Shot,0,34,3
Jump Shot,False,0,17,18,Indiana,16,29,2,504,1704,24.758836806279895,Jump Shot,4,34,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Atlanta,16,30,2,491,1691,303700050.28044766,Free Throw,0,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Atlanta,16,31,2,491,1691,303700050.28044766,Free Throw,0,18,1
Jump Shot,True,3,23,1,Indiana,19,31,2,480,1680,23.021728866442675,Jump Shot,4,34,3
Driving Layup Shot,True,2,1,4,Atlanta,19,33,2,466,1666,4.123105625617661,Layup,0,10,4
Layup Shot,False,0,2,0,Indiana,19,33,2,453,1653,2.0,Layup,4,38,4
Jump Shot,True,2,0,8,Indiana,21,33,2,449,1649,8.0,Jump Shot,4,34,3
Driving Layup Shot,True,2,0,4,Atlanta,21,35,2,438,1638,4.0,Layup,0,10,4
Pullup Jump Shot,True,3,-11,23,Indiana,24,35,2,428,1628,25.495097567963924,Jump Shot,4,42,3
Driving Layup Shot,False,0,-2,3,Atlanta,24,35,2,417,1617,3.605551275463989,Layup,0,10,4
Running Pullup Jump Shot,True,2,-9,4,Indiana,26,35,2,411,1611,9.848857801796104,,4,49,7
Driving Layup Shot,False,0,-2,2,Atlanta,26,35,2,377,1577,2.8284271247461903,Layup,0,10,4
Free Throw - 1 of 2,True,1,-214748365,-214748365,Indiana,27,35,2,370,1570,303700050.28044766,Free Throw,4,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Indiana,28,35,2,370,1570,303700050.28044766,Free Throw,4,18,1
Layup Shot,False,0,-3,3,Atlanta,28,35,2,356,1556,4.242640687119285,Layup,0,38,4
Driving Finger Roll Layup,False,0,-2,4,Indiana,28,35,2,335,1535,4.47213595499958,Layup,4,5,4
Pullup Jump Shot,True,3,-7,24,Atlanta,28,38,2,312,1512,25.0,Jump Shot,0,42,3
Running Layup Shot,True,2,2,2,Atlanta,28,40,2,290,1490,2.8284271247461903,Layup,0,48,4
Layup Shot,False,0,2,3,Indiana,28,40,2,268,1468,3.605551275463989,Layup,4,38,4
Driving Floating Jump Shot,False,0,1,7,Atlanta,28,40,2,258,1458,7.0710678118654755,,0,7,7
Turnaround Jump Shot,True,2,-9,8,Indiana,30,40,2,246,1446,12.041594578792296,Jump Shot,4,57,3
Running Finger Roll Layup,False,0,-2,2,Indiana,30,40,2,224,1424,2.8284271247461903,Layup,4,46,4
Running Jump Shot,False,0,-19,14,Atlanta,30,40,2,218,1418,23.600847442411894,,0,47,7
Running Layup Shot,True,2,3,2,Indiana,32,40,2,210,1410,3.605551275463989,Layup,4,48,4
Free Throw - 1 of 1,True,1,-214748365,-214748365,Indiana,33,40,2,210,1410,303700050.28044766,Free Throw,4,15,1
Free Throw - 1 of 2,True,1,-214748365,-214748365,Atlanta,33,41,2,203,1403,303700050.28044766,Free Throw,0,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Atlanta,33,42,2,203,1403,303700050.28044766,Free Throw,0,18,1
Driving Floating Jump Shot,False,0,0,9,Indiana,33,42,2,191,1391,9.0,,4,7,7
Driving Floating Jump Shot,False,0,-2,3,Atlanta,33,42,2,183,1383,3.605551275463989,,0,7,7
Running Layup Shot,False,0,-2,2,Indiana,33,42,2,177,1377,2.8284271247461903,Layup,4,48,4
Driving Floating Bank Jump Shot,False,0,3,3,Atlanta,33,42,2,166,1366,4.242640687119285,,0,6,7
Layup Shot Putback,True,2,-1,2,Atlanta,33,44,2,164,1364,2.23606797749979,Layup,0,39,4
Jump Shot,False,0,-18,17,Indiana,33,44,2,152,1352,24.758836806279895,Jump Shot,4,34,3
Turnaround Fade Away Jump Shot,False,0,-3,4,Atlanta,33,44,2,138,1338,5.0,Jump Shot,0,54,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Atlanta,33,45,2,126,1326,303700050.28044766,Free Throw,0,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Atlanta,33,46,2,126,1326,303700050.28044766,Free Throw,0,18,1
Driving Finger Roll Layup,False,0,1,2,Indiana,33,46,2,117,1317,2.23606797749979,Layup,4,5,4
Jump Shot,False,0,23,1,Indiana,33,46,2,111,1311,23.021728866442675,Jump Shot,4,34,3
Jump Shot,True,2,-16,5,Atlanta,33,48,2,91,1291,16.76305461424021,Jump Shot,0,34,3
Jump Shot,False,0,-21,13,Indiana,33,48,2,73,1273,24.698178070456937,Jump Shot,4,34,3
Jump Shot,True,2,1,15,Atlanta,33,50,2,55,1255,15.033296378372908,Jump Shot,0,34,3
Turnaround Jump Shot,True,2,1,5,Indiana,35,50,2,37,1237,5.0990195135927845,Jump Shot,4,57,3
Jump Shot,False,0,-11,23,Indiana,35,50,2,2,1202,25.495097567963924,Jump Shot,4,34,3
